,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
7833,6,70,494,70,13392,54,11,85,1,164,19,3,287,1620,379,1,79,9,7,176,13393,13394,30,147,13395,59,44,55,283,15,6,38,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7834,2,146,206,540,23,120,2,88,31,2,109,2,73,37,126,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7835,1237,1078,1,5414,1076,2,16,8,3397,597,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7836,6,102,12,16,1,40,49,126,36,15657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7837,1,475,417,846,83,392,52,125,29,1810,96,250,202,47,18,1,11,8634,127,28,15,20,815,2393,5,1276,328,816,1,3,994,815,250,17,278,184,101,43,209,456,3,141,4355,473,209,0,0,0,0,0,0.0
7838,292,54,51,91,12,12250,68,1,832,468,76,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7839,13,56,11,376,1,455,47,42,15709,76,21,202,3152,13,393,3,37,229,1,3,71,4,3,71,229,1,3,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7840,2,234,11,5,1828,1114,21,39,918,661,66,429,30,62,57,2024,3,10444,78,5,130,210,46,3,395,14,34,29,1,660,69,4,1319,62,94,720,34,24,16,1,1925,198,4,29,1495,0,0,0,0,0,0.0
7841,225,215,8871,3,1294,8872,2745,90,1,127,28,82,2486,678,9,3,108,7,3,270,309,222,105,4755,640,83,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7842,26,6,22,179,33,189,191,793,14,20276,6,16,1,22,19,3,578,15,48,8083,27,42,91,6,1161,454,1161,154,31,449,857,41,169,4,857,20,825,27,215,20277,20278,0,0,0,0,0,0,0,0,0,0.0
7843,222,20,391,10,5222,13,10,18,200,1008,246,13,148,3,10489,125,11,3640,69,3,761,2067,70,4315,11,4238,4,134,813,6792,1513,3,1814,56,43,4316,433,15,98,10490,26,20,141,271,2041,1066,10,37,0,0,0.0
7844,2,296,637,76,1110,150,2,1518,647,35,32,295,43,93,19030,752,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7845,56,44,146,191,52,10,279,27,47,4209,19,652,63,34,178,28,97,10,5,71,1792,466,105,640,172,9805,8,2372,39,32,1385,62,7,3,9806,771,1867,4,3581,14,23,183,667,1,1156,5031,0,0,0,0,0.0
7846,2,210,32,5,171,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7847,2,99,115,47,67,48,237,22,116,72,292,1119,4,2,612,1,173,2,24,110,45,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7848,2,147,60,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7849,32,88,207,289,2,25,88,109,2,35,37,4,17,294,20,72,39,66,2,88,100,4,2,88,16,1,11,70,100,54,13,11,23,120,90,209,8,270,1,3,265,2,24,101,65,52,670,4134,12,261,0.0
7850,38,3,81,104,4,155,3,4241,50,157,895,14911,117,3,68,14,3812,13,15,96,72,7,68,1957,34,125,4510,96,1434,14912,80,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7851,13369,236,12,7763,13370,15,3,213,81,179,4,2,29,1,40,49,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7852,20,10,5,2239,879,117,4853,1,22,19,21,6,56,31,52,6,16,2,24,4400,46,177,8309,8470,21,50,6898,5300,46,335,9,3,1310,53,6,229,59,3,8403,46,19754,2441,15,183,326,7,735,0,0,0,0.0
7853,28,847,1388,12941,1222,32,5,3891,4253,9,2,55,242,20,10,3,1955,14,3,452,10,185,1,1578,1,3,3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7854,9,753,7,3,1655,302,582,26,6,42,65,7,218,67,10,216,132,169,154,719,62,1,3,873,28,689,1054,966,5,119,46,309,13,234,18,100,32,13,21,6,30,529,2916,148,10,75,5,207,186,0,0.0
7855,18,90,1,43,108,1,3,142,13,376,1,11,72,225,57,128,113,31,3,165,1,6,2,65,6,56,740,223,6,24,16,10,18,90,1,397,6,24,100,1443,27,96,17,18,90,1,371,15,5,6651,0.0
7856,34,30,182,12,177,18404,398,10,54,137,1437,23,2,56,127,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7857,1359,3891,82,7740,1782,67,30,948,72,34,24,29,3,126,1,567,2,109,38,1899,73,37,4,197,98,336,9,5,763,27,5,2834,2259,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7858,2,25,16,20,146,84,27,23,2,24,29,1,11,832,4529,59,13,39,23,146,459,66,1151,13,10,1,58,1385,146,148,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7859,26,5,28,190,2717,7,83,595,234,190,28,21,24,551,209,34,31,13,1,58,587,2727,1232,84,433,131,120,42,83,4742,3727,35,1,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7860,145,71,766,246,18,799,15,3,8403,16379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7861,160,64,11,23,120,54,51,91,12,403,3,18433,68,101,1571,59,12,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7862,1,78,196,7,12,70,17,133,18,2376,9,216,76,9,8,33,9,177,4684,72,2,24,29,3,1035,677,42,81,1,226,1,76,39,5,3809,70,2,280,1166,19,233,8,18193,505,70,1656,9,8,111,18194,1.0
7863,147,3,483,10,53,6,298,2163,69,53,6,73,32,4,6,60,2263,167,5,1100,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7864,204,1002,15,3,165,2,29,5995,4,18,155,644,45,19,49,42,849,139,42,829,1542,124,103,9,754,8,281,4,141,32,14,2,25,16,3,211,15,12,4,3,320,47,2,196,59,8077,4,13,48,397,0.0
7865,152,502,915,2269,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7866,2,58,3,310,2097,11,5,245,92,8059,26,1551,25,122,2,5395,45,17,278,280,93,17,138,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7867,2,502,861,19837,9,46,335,5,219,21,26,194,73,1,397,1,7939,2216,5913,2,64,40,160,9,20,363,4,93,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7868,2,16,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7869,124,188,13,2,56,22,220,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7870,124,2233,8,3190,4,156,1,1402,27,8,7150,273,23,183,309,14,124,322,1479,17,18,746,347,17,9,5,697,139,2,31,109,2,73,37,38,119,172,146,119,2,16,13,1,191,139,1670,11418,149,0,0,0.0
7871,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7872,533,28,190,859,15617,28,190,838,1108,27,3,15618,7,13,35,263,68,7,3,3153,5940,2,155,121,1,567,249,2,35,2002,7,146,13,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7873,2,24,16,1,266,3,1155,816,4,58,5,439,81,336,15,3,421,7,8,33,18,85,15,1347,33,24,16,2788,1,155,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7874,107,2,3,113,68,712,118,7,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7875,393,99,26,18179,5540,10,7113,1,143,93,3,213,305,44,30,79,85,1,5480,3,3101,763,7,18180,156,787,9,3,8285,4,393,199,18,1,22,63,120,886,2395,18181,0,0,0,0,0,0,0,0,0,0,0.0
7876,24,164,1,331,5,2018,20,10,5,778,547,9,3,1499,872,4,50,346,85,1,9924,67,50,10,796,1,96,4,1046,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7877,159,10,95,478,92,1151,1,127,28,82,5382,3,725,7,1557,1077,2890,2216,919,3,1557,9,19193,63,1028,685,14,53,472,15,28,478,19194,4546,30,445,473,159,15,19195,9,5470,0,0,0,0,0,0,0,0,0.0
7878,14,16861,490,53,2,55,43,19,16862,91,105,2768,72,2,576,32,5,16863,353,2,24,32,12,362,304,6,24,29,1,7483,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7879,3,113,186,17,130,46,10,3234,1632,33,248,12,14,2,196,59,2,1134,6,27,38,8,324,20,180,64,54,51,91,12,2,55,101,89,47,72,2,55,740,866,76,25,174,7,310,32,17,17641,608,0,1.0
7880,2966,10,331,5,869,7,141,14,5232,1460,2,43,1320,843,23,118,7,18,71,9,3,203,352,1648,14,175,47,31,2,55,283,1,29,2786,1094,32,870,31,1648,10,5,688,113,2417,29,1385,466,1094,1648,741,0.0
7881,17,10620,2,55,43,19,3688,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7882,8,33,95,1,110,36,1718,1384,2247,2090,691,2091,1741,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7883,185,1,955,1,47,67,24,29,5,1276,149,893,52,39,32,1,29,87,630,10,68,7,3,202,3175,165,72,6,16,76,1,334,41,9696,101,347,6,24,334,362,0,0,0,0,0,0,0,0,0,0,1.0
7884,27,120,8579,9,74,1040,17,23,278,17,87,1378,2,35,25,23,564,14,165,73,5,17416,124,121,1,715,59,165,8,327,33,4,2,152,86,59,52,227,29,487,9,3,110,20,10,38,8,1322,154,24,0.0
7885,2776,5559,3,28,1054,2523,6,19,2476,14260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7886,150,2,43,1,80,2,25,60,122,2,89,6,23,120,2,48,102,6,220,4,2,48,286,82,41,418,104,2,89,6,23,120,4,2,406,6,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7887,449,31,2,16,1,328,3,758,1085,4,531,758,188,2614,308,31,2,16,1,531,5,4621,72,7678,13063,7679,38,3,1853,11,188,57,131,526,146,18,128,25,197,8,480,256,13,850,730,0,0,0,0,0,0.0
7888,6,29,5,235,1239,27,7531,4,5433,21,6,563,226,45,6,125,374,4,199,1,79,372,211,33,39,18,138,58,1439,21,13,10,3,113,81,114,48,58,5,598,1,79,63,114,16,23,102,13,145,71,0.0
7889,225,39,2025,2,16,1,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7890,39,237,146,1560,2,16,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7891,154,338,70,1712,5,632,1087,583,63,2,190,1,148,8,1357,284,114,38,158,533,744,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7892,2,31,29,5,343,32,6,2,157,18,16,1,161,20070,20071,22,2,140,18,266,3,200,33,729,74,1,22,1960,22,20072,273,64,11,113,1615,73,77,3,113,68,1,22,2,64,75,29,365,1,331,20073,0.0
7893,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7894,9,3,305,174,124,103,71,9,7148,124,1141,3369,82,441,8091,1141,1876,503,69,47,46,2672,16055,4,36,1697,62,7,5,1056,15,951,3282,17,23,118,7,20,732,281,432,0,0,0,0,0,0,0,0,0,0.0
7895,17,37,2,89,3474,10552,17,138,283,15,20,1,11,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7896,2,88,146,31,1165,9,20,3393,73,9,64,11,54,51,91,14665,294,14,1,21,2,89,38,8,146,215,212,24,334,66,13,499,1,11,2274,82,130,429,70,130,2654,1219,907,243,1139,224,229,2,100,5864,1.0
7897,71,2524,1,2524,389,1,5,2343,890,1327,748,8,6332,995,1073,1458,1071,2,56,627,1,102,2023,94,125,2,226,5,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7898,3224,161,96,22,116,482,2,48,22,131,26,2,801,362,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7899,227,97,11,87,3390,3695,8549,9,1638,5239,27,2814,5845,756,6,86,97,30,175,1907,4,2,24,16,1,11,14,436,21,57,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7900,5,408,1418,27,8,151,4,202,47,30,23,964,4,20,10,23,120,408,21,17,23,1397,84,13,2,24,16,1,43,46,38,61,68,257,1,29,12,97,2,109,2,140,25,11,820,4,545,165,32,14,1.0
7901,212,155,25,58,5,5907,19564,4,16,1,22,273,19565,19566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7902,17,85,1,11,20,414,4,2,230,8,682,184,58,8,164,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7903,258,307,95,155,103,20,207,9,8,813,4196,146,33,13,867,233,512,8,132,169,29,331,680,571,84,12,38,2,56,86,7,10,28,66,17,138,31,13,94,17,138,31,13,24,715,381,11,37,82,93,0.0
7904,1678,1,3,2534,6245,7,1302,4863,501,137,7,38,6246,27,1782,110,9,1208,1513,2789,3095,2790,176,67,636,59,132,290,29,5,1387,4864,7,28,26,6,29,3,2009,1,3096,187,58,421,0,0,0,0,0,0,1.0
7905,159,20,28,290,4542,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7906,1277,141,24,22,73,233,19,1366,4,2054,40,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7907,13,35,87,713,621,85,1,164,9,3,2573,883,34,112,12,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7908,3,863,30,851,657,28,52,1795,30,34,2027,170,10,98,178,67,10,98,1612,206,287,14839,83,1795,48,18,193,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7909,1025,432,204,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7910,3373,247,2,31,18,16,1,580,57,2,31,18,16,1,580,97,2,31,18,16,1,580,55,6,99,2,31,18,16,1,580,266,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7911,128,89,1,99,76,127,28,27,61,5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7912,18861,2514,10,32,55,591,94,50,10,4266,3,43,1,8623,3,1100,1298,470,428,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7913,25,5,1703,1624,14,3,10,17497,98,8585,8586,300,241,262,2098,26,6,42,123,6,65,30,216,169,7,1316,42,28,719,62,1,3,873,28,689,1054,46,6,30,18,116,0,0,0,0,0,0,0,0,0,0.0
7914,2,1131,90,62,1,3,1877,15,5,243,3775,17,948,46,49,21,26,2,55,417,2,55,417,292,38,54,51,91,12,105,38,404,97,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7915,8,360,26,114,16,1,743,45,15,6204,258,4,1777,744,78,96,26,114,16,1,11,83,800,9105,9106,29,96,26,114,60,58,1998,9,3,213,699,405,4,430,372,454,9107,70,558,38,542,1,372,111,33,0.0
7916,60,99,4922,21,24,60,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7917,39,302,344,5084,1,65,14,1770,473,209,3,203,17783,169,4,149,70,14,17,18,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7918,404,4,118,7,71,123,78,5,1981,1,8,2011,4,231,12,62,7,8,3586,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7919,89,10,18,12579,494,89,10,3,113,186,145,71,15,7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7920,2,31,18,29,1,11,2866,27,47,67,16,1,99,12,37,4,30,185,1,58,1,571,23,34,56,102,13,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7921,20,391,2,56,2319,4,100,32,2,125,78,20,663,1,11,5,54,1612,15,4893,4,8,611,2,29,445,66,4967,15,4968,9,8,111,33,56,2553,326,21,502,88,247,59,66,2,140,315,1,102,76,54,0.0
7922,27,38,515,796,406,12875,12876,6779,234,18,40,12,21,39,87,1186,4499,593,14,2,434,1050,1,3885,46,20,81,4,26,2,801,14,126,36,2,48,3364,126,57,9,41,1528,0,0,0,0,0,0,0,0,0.0
7923,36,6,65,66,44,442,222,1081,38,3,13696,4,1794,1341,4,223,2437,27,2936,134,80,7849,10,4306,104,285,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7924,56,6,31,13,2791,17,85,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7925,2,16,1,323,4,26,17,90,1,11,19,1765,42,18,2,31,178,19,90,79,57,4,97,25,1,471,229,59,194,4,223,988,2,298,8,9807,20,48,11,850,3582,69,8,2395,21,2,86,2,16,1,0.0
7926,308,339,287,152,16,1,40,84,5,4696,7,5,5447,24,155,86,1937,55,374,5,498,27,3,143,42,784,1937,437,101,506,5,498,27,15537,339,13,367,3,143,1,909,62,4482,23,161,11,3937,57,0,0,0.0
7927,55,146,80,19746,2,16,1,127,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7928,40,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7929,2,24,65,6,6,24,65,12,21,154,24,226,45,19,41,33,4,40,254,33,10,633,4,26,6,55,99,14,36,17,260,379,6,48,25,197,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7930,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7931,2,55,242,2,101,29,1,102,20,479,21,1017,348,2,152,3498,1413,218,1501,1105,1454,533,15,377,932,28,12346,748,5259,4,4560,12347,4,1552,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7932,2,78,1344,7,223,72,39,181,1,460,1645,7,735,2,29,8,111,933,9,8,270,21,115,228,2,60,751,108,4,43,209,1344,7,47,4,5,33,2,330,602,4,25,817,4,983,0,0,0,0,0,0.0
7933,150,2,22,2,16,1,148,13495,13496,1784,7794,64,11,5,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7934,26,572,2092,5,28,190,42,29,1633,132,169,65,14,44,334,44,196,44,65,6,30,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7935,56,2,25,80,104,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7936,17,90,1,40,49,379,4,244,106,1144,56,31,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7937,98,8431,10,106,629,7,2293,6040,82,3,272,2365,1,3,1902,1842,389,15,98,443,567,45,7,134,79,3928,9,5704,46,3,2365,5704,16544,1408,1749,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7938,129,535,3,208,81,2,135,5462,35,53,8,1328,281,132,1462,8047,1014,76,1,8,843,174,144,44,641,45,16507,16508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7939,2,3003,230,14,13,214,41,33,1910,18,72,2,4436,6,911,2339,2,2747,14,2,64,21,72,17,118,7,71,8,33,596,175,1099,1430,2,16,8,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7940,118,7,71,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7941,195,2,360,128,11,116,988,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7942,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7943,103,57,32,92,137,174,4,13,25,867,233,512,28,10,8,113,178,4,18,361,13,156,546,214,165,1567,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7944,20,1545,7832,19,5,245,7,5352,21,20,312,10,68,2,109,35,18261,92,3128,3,509,7,52,10,8433,2284,9,605,72,244,5,245,7,4417,4978,167,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7945,5276,3064,4,2582,3706,687,169,7,797,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7946,596,5,1768,2,706,13,26,13,35,90,1,40,12,13,153,61,20,10,25,5,388,23,2,2017,262,1,13,15,5,448,4,93,50,153,3,1858,9,41,324,12437,6,36,21,48,266,6,814,9,41,3150,0.0
7947,57,10,52,44,65,126,36,59,3,2222,167,305,1184,12208,1639,98,3854,62,2378,35,350,841,12209,3319,4,841,3,424,7,87,12210,192,122,3,192,234,11,5595,1,5,4476,0,0,0,0,0,0,0,0,0,0.0
7948,15925,536,43,45,45,9,5856,9,15926,4,172,22,9,13,23,58,3,2280,476,7,3,329,5855,10,52,34,232,36,158,3,709,20,476,19,536,35,1349,402,641,177,757,13,35,5,1349,3612,15927,82,6792,143,0.0
7949,2,189,58,1966,15,19234,4,13,189,6735,830,14,3602,95,103,3784,1617,3,7690,1803,4,124,25,706,15,8,1693,19235,2,55,156,4,40,49,19236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7950,23,1781,9184,8,162,27,5,4861,4,8,193,503,32,5,4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7951,15,3,357,14,34,2014,1,156,57,1934,4,9,115,2441,554,98,384,27,115,175,18962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7952,284,173,7,1192,19119,30,396,1,87,110,2,56,475,58,108,1,1389,3960,5105,19,3,19120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7953,181,356,11,279,27,6,26,6,16,940,7,47,1,22,72,7,87,779,34,29,61,542,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7954,17,118,7,71,27,1490,1244,34,147,3040,92,86,105,641,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7955,2,100,23,1337,72,2,109,5,245,2,152,29,399,42,14,34,565,9620,26,34,73,37,2,64,1686,52,487,208,219,117,18,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7956,818,3360,3,81,1,226,4027,328,1,818,10,84,4,3,81,15,44,3,3360,1,349,3,1613,7,5469,3882,95,156,1,226,4027,328,1,3883,64,11,132,3883,10,18,173,44,3,3360,30,3,12753,7,12754,0,0.0
